hub,hub_out_trip_count,hub_out_median_factor,hub_out_pct_delayed,hub_out_median_dwell,hub_in_trip_count,hub_in_median_factor,hub_in_pct_delayed
IND000000AAL,18.0,2.6950000000000003,1.0,87.5,17.0,2.703703704,1.0
IND000000AAQ,1.0,4.714285714,1.0,322.0,0.0,0.0,0.0
IND000000AAS,9.0,1.766666667,1.0,38.0,8.0,2.4646938775000002,1.0
IND000000AAZ,2.0,5.010416666499999,1.0,23.5,2.0,5.725,1.0
IND000000ABA,7.0,1.095238095,0.42857142857142855,41.0,16.0,1.2112068965,0.5
IND000000ABD,12.0,1.704054054,1.0,67.5,13.0,1.212121212,0.5384615384615384
IND000000ABG,11.0,2.1,1.0,200.0,0.0,0.0,0.0
IND000000ACA,128.0,1.935483871,0.9765625,104.5,134.0,2.0079365080000002,0.9029850746268657
IND000000ACB,1063.0,1.896688742,0.9689557855126999,163.0,927.0,1.835968379,0.9600862998921251
IND000000ACK,32.0,3.2739130435000003,1.0,67.0,0.0,0.0,0.0
IND000000ACN,15.0,2.235294118,1.0,55.0,11.0,2.75,1.0
IND000000ACT,160.0,1.536149826,0.80625,105.0,0.0,0.0,0.0
IND000000ADM,1.0,1.454545455,1.0,83.0,13.0,1.44,0.9230769230769231
IND000000ADV,18.0,2.0533428165,1.0,49.0,0.0,0.0,0.0
IND000000AEL,17.0,1.844827586,1.0,161.0,23.0,1.770491803,1.0
IND000000AEM,22.0,1.956815115,1.0,185.0,0.0,0.0,0.0
IND000000AET,8.0,2.4646938775000002,1.0,36.0,4.0,1.8025490195,1.0
IND000000AFF,3.0,4.842105263,1.0,24.0,3.0,3.179487179,1.0
IND000000AFG,4.0,2.090126812,1.0,14.0,0.0,0.0,0.0
IND000000AFJ,21.0,1.08,0.19047619047619047,41.0,1.0,1.692307692,1.0
IND000000AFR,8.0,2.0615530305,1.0,11.5,0.0,0.0,0.0
IND000000AFT,83.0,2.266666667,1.0,32.0,165.0,2.380952381,1.0
IND110014AAA,11.0,3.285714286,1.0,40.0,9.0,1.714285714,1.0
IND110020AAB,3.0,2.739130435,1.0,474.0,9.0,3.461538462,1.0
IND110024AAA,9.0,1.714285714,1.0,30.0,31.0,2.64,1.0
IND110030AAD,7.0,1.815789474,1.0,133.0,58.0,1.5816666664999999,0.896551724137931
IND110035AAC,3.0,1.666666667,1.0,286.0,35.0,2.157894737,0.9142857142857143
IND110037AAK,43.0,2.057142857,0.9767441860465116,191.0,39.0,1.702702703,1.0
IND110037AAM,254.0,2.0546739985,0.9566929133858267,152.0,188.0,2.121133201,1.0
IND110039AAA,3.0,3.733333333,1.0,81.0,4.0,1.738095238,0.5
IND110043AAA,38.0,1.697826087,0.8947368421052632,38.5,32.0,2.2509652510000002,1.0
IND110043AAC,1.0,1.620689655,1.0,139.0,9.0,1.945454545,1.0
IND110044AAB,172.0,1.7,0.9709302325581395,76.0,41.0,1.888888889,0.975609756097561
IND110052AAA,10.0,1.6617866005000002,1.0,111.5,2.0,1.420948617,1.0
IND110064AAA,42.0,1.3151364765,0.9047619047619048,65.0,49.0,1.534482759,0.8979591836734694
IND110077AAA,1.0,1.333333333,1.0,57.0,0.0,0.0,0.0
IND110078AAA,14.0,2.7329192545,1.0,46.0,33.0,1.666666667,0.8787878787878788
IND110083AAA,1.0,2.941176471,1.0,102.0,3.0,4.0,1.0
IND110085AAB,18.0,2.4110576925,0.8333333333333334,18.0,50.0,1.771222015,0.96
IND110092AAC,7.0,2.098360656,1.0,47.0,7.0,1.77027027,1.0
IND110093AAA,1.0,3.222222222,1.0,30.0,1.0,3.25,1.0
IND110095AAB,1.0,1.521126761,1.0,57.0,36.0,1.8725016655,0.5833333333333334
IND121001AAA,27.0,1.833333333,0.9629629629629629,18.0,24.0,1.7333333335,1.0
IND121002AAB,28.0,2.0703125,1.0,78.5,57.0,1.764705882,1.0
IND121004AAA,10.0,2.3833333335,1.0,77.5,23.0,1.75,1.0
IND121004AAB,169.0,1.916666667,1.0,30.0,143.0,2.121212121,0.993006993006993
IND121004AAC,5.0,2.166666667,1.0,20.0,9.0,1.846153846,1.0
IND121102AAA,12.0,3.992857143,1.0,50.0,41.0,1.931034483,1.0
IND122001AAA,26.0,1.8159777424999999,0.9615384615384616,40.5,59.0,1.647058824,0.9152542372881356
IND122001AAD,10.0,1.8455882355,0.9,14.5,3.0,3.2,1.0
IND122001AAJ,13.0,0.775862069,0.0,12.0,19.0,1.823529412,1.0
IND122002AAD,2.0,2.285,1.0,24.0,0.0,0.0,0.0
IND122004AAA,44.0,1.6573083780000002,1.0,42.5,0.0,0.0,0.0
IND122503AAA,2.0,4.5997151,1.0,104.5,2.0,2.285,1.0
IND123001AAA,13.0,1.911764706,1.0,27.0,3.0,2.75862069,1.0
IND123401AAB,13.0,1.96,1.0,29.0,13.0,1.911764706,1.0
IND124001AAB,4.0,2.5203488370000002,1.0,37.0,4.0,1.778846154,1.0
IND124103AAA,9.0,1.884615385,1.0,12.0,13.0,1.833333333,1.0
IND124112AAA,8.0,2.200149925,1.0,25.5,7.0,2.065934066,1.0
IND124141AAA,10.0,1.9940084384999999,1.0,20.5,3.0,2.4375,1.0
IND124507AAA,12.0,2.4149048625,1.0,42.5,11.0,1.880952381,1.0
IND125001AAA,46.0,2.1049009385,1.0,89.5,27.0,2.335766423,1.0
IND125005AAA,14.0,1.890510949,1.0,83.5,9.0,2.192592593,1.0
IND125033AAA,5.0,2.0,1.0,10.0,6.0,1.8827586205,1.0
IND125047AAB,11.0,2.192982456,1.0,18.0,10.0,2.085714286,1.0
IND125050AAA,2.0,1.7186147185,1.0,11.5,1.0,2.714285714,1.0
IND125051AAA,4.0,1.0489583335,0.0,16.0,13.0,2.175438596,1.0
IND125104AAA,1.0,2.587155963,1.0,165.0,10.0,1.8242647060000001,1.0
IND125111AAA,2.0,3.2958669355000003,1.0,25.0,4.0,1.0489583335,0.0
IND125121AAA,3.0,3.9,1.0,375.0,2.0,3.2958669355000003,1.0
IND126102AAA,7.0,2.228571429,1.0,52.0,4.0,2.5203488370000002,1.0
IND126112AAA,16.0,2.1301369865,0.9375,160.5,0.0,0.0,0.0
IND126116AAA,5.0,2.819672131,1.0,59.0,5.0,2.260869565,1.0
IND127021AAA,8.0,1.8421052635000001,1.0,52.5,11.0,1.884615385,1.0
IND127201AAA,3.0,2.4375,1.0,11.0,8.0,1.8421052635000001,1.0
IND131021AAA,58.0,1.625,0.8620689655172413,26.0,0.0,0.0,0.0
IND131028AAB,245.0,1.784615385,0.9918367346938776,187.0,329.0,1.972999036,0.9908814589665653
IND131028AAE,1.0,1.733333333,1.0,61.0,3.0,2.511627907,1.0
IND131301AAA,2.0,3.035897436,1.0,245.5,7.0,2.819672131,1.0
IND132001AAA,5.0,3.25,1.0,199.0,7.0,1.6,1.0
IND132103AAA,8.0,1.844047619,1.0,37.0,3.0,3.147058824,1.0
IND132103AAB,8.0,1.7970588235,1.0,159.0,2.0,3.6544117645,1.0
IND133004AAA,6.0,1.6607744105,1.0,54.5,0.0,0.0,0.0
IND134102AAA,16.0,2.75,1.0,33.0,3.0,3.787878788,1.0
IND134109AAA,15.0,1.555555556,1.0,578.0,0.0,0.0,0.0
IND134203AAA,15.0,1.575,1.0,34.0,1.0,2.810810811,1.0
IND135001AAA,12.0,2.3,1.0,36.0,7.0,1.685185185,1.0
IND136027AAA,21.0,1.823529412,1.0,70.0,22.0,2.0954545455,1.0
IND136118AAA,22.0,1.400132275,1.0,31.5,17.0,1.989361702,1.0
IND136128AAA,22.0,2.0954545455,1.0,17.5,22.0,1.400132275,1.0
IND140001AAA,19.0,1.757575758,1.0,35.0,21.0,1.666666667,1.0
IND140118AAA,17.0,1.6,1.0,38.0,19.0,1.757575758,1.0
IND140301AAA,40.0,1.8516483515,1.0,23.5,21.0,1.434782609,0.9523809523809523
IND140401AAA,7.0,1.580645161,1.0,26.0,8.0,1.4916666665,0.75
IND140406AAA,7.0,1.583333333,0.7142857142857143,19.0,2.0,1.756756757,1.0
IND140501AAA,14.0,2.2895833335,0.9285714285714286,29.0,14.0,1.575,1.0
IND140901AAA,40.0,1.8000886525,1.0,28.0,40.0,1.731267345,1.0
IND141003AAB,29.0,1.677419355,0.896551724137931,29.0,0.0,0.0,0.0
IND141010AAA,1.0,1.818181818,1.0,3.0,0.0,0.0,0.0
IND141109AAA,18.0,1.2916666664999998,0.5555555555555556,37.0,19.0,1.416666667,0.9473684210526315
IND141115AAA,14.0,1.4388888885,0.7857142857142857,8.5,9.0,1.806451613,1.0
IND142001AAB,30.0,1.66684294,1.0,32.0,27.0,1.808,1.0
IND142026AAA,19.0,1.457142857,1.0,29.0,21.0,1.677419355,1.0
IND142401AAA,6.0,1.8125,1.0,43.5,15.0,1.741935484,0.9333333333333333
IND143001AAA,19.0,2.272727273,1.0,75.0,29.0,1.64516129,1.0
IND144001AAA,16.0,1.813888889,1.0,36.0,2.0,2.0018382355,1.0
IND144001AAB,58.0,2.0,0.9655172413793104,17.0,76.0,2.030253837,1.0
IND144001AAC,27.0,2.223214286,1.0,171.0,0.0,0.0,0.0
IND144040AAA,10.0,2.1263157895,1.0,17.0,17.0,1.777777778,1.0
IND144401AAB,17.0,1.916666667,1.0,13.0,14.0,1.6944444445,0.8571428571428571
IND144514AAA,6.0,1.7370689655,1.0,7.5,12.0,1.8174603175,0.8333333333333334
IND144527AAA,4.0,1.8676470585,1.0,4.5,0.0,0.0,0.0
IND144601AAA,3.0,1.941176471,1.0,19.0,3.0,3.375,1.0
IND145001AAA,8.0,1.6577380955,0.875,26.0,13.0,1.070175439,0.15384615384615385
IND147001AAB,13.0,1.296296296,0.6153846153846154,52.0,13.0,1.982142857,1.0
IND147001AAD,7.0,1.5,0.7142857142857143,40.0,9.0,2.0,1.0
IND147101AAA,10.0,1.4039855075,1.0,20.5,10.0,2.206879362,1.0
IND147105AAA,8.0,1.9802371539999999,1.0,820.0,12.0,1.4257246380000002,1.0
IND147201AAA,7.0,1.090909091,0.14285714285714285,34.0,7.0,1.344827586,0.8571428571428571
IND147301AAA,2.0,1.433333333,1.0,32.0,4.0,1.6851851855,1.0
IND148023AAA,3.0,1.448275862,1.0,19.0,8.0,1.1212121215000002,0.25
IND148028AAA,12.0,1.8113207550000001,1.0,21.5,0.0,0.0,0.0
IND148101AAA,5.0,1.181818182,0.4,27.0,8.0,1.223609872,0.5
IND148102AAA,1.0,1.827586207,1.0,121.0,5.0,1.181818182,0.4
IND151001AAA,51.0,1.37037037,0.5686274509803921,67.0,46.0,1.4797297295,0.7608695652173914
IND151302AAA,16.0,0.870445344,0.0625,17.5,17.0,0.775,0.0
IND151505AAA,5.0,1.769230769,0.6,8.0,16.0,0.870445344,0.0625
IND151506AAA,18.0,1.3705985914999999,0.9444444444444444,245.0,5.0,1.769230769,0.6
IND152024AAA,2.0,1.7322580644999999,1.0,16.5,2.0,2.0,1.0
IND152026AAA,37.0,4.066666667,0.7027027027027027,59.0,35.0,1.68852459,1.0
IND152101AAA,2.0,2.227272727,1.0,580.0,1.0,1.176470588,0.0
IND152107AAA,1.0,4.173913043,1.0,611.0,2.0,1.680952381,1.0
IND152116AAA,2.0,1.8284552845,1.0,336.5,2.0,1.5,1.0
IND152123AAA,1.0,2.480769231,1.0,541.0,2.0,1.7322580644999999,1.0
IND160002AAC,370.0,1.8744747899999998,0.9432432432432433,137.5,431.0,1.957446809,0.951276102088167
IND160003AAA,1.0,3.0,1.0,382.0,1.0,2.0,1.0
IND160055AAA,21.0,1.1,0.38095238095238093,47.0,36.0,1.607142857,0.6388888888888888
IND160102AAC,28.0,2.070261438,1.0,104.5,25.0,1.764705882,1.0
IND160102AAD,15.0,1.617647059,1.0,41.0,0.0,0.0,0.0
IND173025AAA,11.0,2.373737374,1.0,52.0,12.0,2.3,1.0
IND173212AAA,9.0,3.375,1.0,44.0,19.0,2.170454545,1.0
IND173220AAA,3.0,3.19047619,1.0,17.0,5.0,3.307692308,1.0
IND174001AAA,15.0,2.518518519,1.0,44.0,28.0,2.0430113055000003,1.0
IND174021AAA,12.0,2.0866666665,1.0,10.5,0.0,0.0,0.0
IND174101AAB,12.0,2.5624572795000002,1.0,32.5,0.0,0.0,0.0
IND174103AAA,6.0,2.7384615385,1.0,36.0,20.0,2.75,1.0
IND174307AAA,17.0,1.076923077,0.29411764705882354,19.0,14.0,1.337026362,0.9285714285714286
IND175001AAA,17.0,1.97260274,1.0,43.0,16.0,2.9333333335,1.0
IND175015AAA,12.0,3.97556391,1.0,562.0,11.0,1.858695652,1.0
IND175018AAA,16.0,2.9333333335,1.0,20.0,15.0,2.518518519,1.0
IND175101AAA,4.0,2.2825844205,1.0,31.0,17.0,1.97260274,1.0
IND176048AAA,11.0,1.858695652,1.0,26.0,12.0,2.0866666665,1.0
IND176061AAA,2.0,3.0144210935,1.0,32.0,3.0,1.869565217,1.0
IND176110AAB,9.0,2.1,1.0,16.0,7.0,1.80952381,1.0
IND176201AAA,9.0,1.602739726,1.0,8.0,7.0,1.791666667,1.0
IND176215AAA,3.0,1.869565217,1.0,58.0,0.0,0.0,0.0
IND176303AAA,9.0,1.328125,0.7777777777777778,20.0,10.0,1.5747031965,0.9
IND176310AAA,13.0,1.070175439,0.15384615384615385,970.0,9.0,1.328125,0.7777777777777778
IND177001AAA,7.0,1.80952381,1.0,31.0,0.0,0.0,0.0
IND177033AAA,18.0,2.7173492145,1.0,122.5,9.0,2.1,1.0
IND177101AAA,3.0,1.593220339,1.0,33.0,3.0,1.513513514,1.0
IND177203AAA,3.0,1.513513514,1.0,24.0,0.0,0.0,0.0
IND181152AAA,5.0,1.466666667,1.0,23.0,6.0,1.5067460320000001,1.0
IND181152AAB,12.0,2.6396103895,1.0,75.0,11.0,4.304347826,1.0
IND181201AAB,8.0,4.8707983195,1.0,101.5,7.0,2.782608696,1.0
IND184104AAA,12.0,1.551388889,0.9166666666666666,22.0,9.0,1.850622407,0.8888888888888888
IND184121AAA,10.0,1.802227266,0.9,23.5,12.0,1.5625,0.9166666666666666
IND201001AAA,5.0,3.076923077,1.0,24.0,4.0,1.4455128204999999,1.0
IND201001AAC,3.0,2.204545455,1.0,75.0,12.0,1.912087912,0.9166666666666666
IND201005AAA,1.0,3.285714286,1.0,19.0,3.0,2.076923077,0.6666666666666666
IND201007AAA,21.0,2.076923077,0.9523809523809523,58.0,49.0,2.46,0.9591836734693877
IND201007AAB,17.0,1.914285714,0.9411764705882353,76.0,1.0,5.368421053,1.0
IND201204AAA,6.0,1.642857143,0.8333333333333334,5.5,9.0,2.095238095,1.0
IND201301AAD,2.0,5.2521235525000005,1.0,41.5,3.0,4.567567568,1.0
IND201301AAF,32.0,1.8843085105,1.0,53.5,88.0,2.214285714,0.9772727272727273
IND201301AAL,16.0,1.5400641025000001,0.9375,91.0,29.0,1.238095238,0.5172413793103449
IND201301AAM,27.0,1.922077922,1.0,183.0,39.0,2.46835443,1.0
IND201304AAA,18.0,2.2225274725,1.0,24.0,13.0,1.666666667,1.0
IND201306AAA,9.0,2.952380952,1.0,107.0,0.0,0.0,0.0
IND201307AAA,28.0,1.2023809525,0.5,25.5,5.0,1.263157895,0.8
IND202001AAB,21.0,2.442307692,1.0,63.0,33.0,1.813953488,0.9090909090909091
IND202001AAC,4.0,2.800167224,1.0,8.5,0.0,0.0,0.0
IND203001AAA,5.0,3.615384615,1.0,1.0,0.0,0.0,0.0
IND203131AAA,16.0,1.5,1.0,17.5,5.0,3.615384615,1.0
IND203135AAA,16.0,1.5401509955,1.0,55.5,16.0,1.5,1.0
IND203390AAA,20.0,2.572916667,1.0,195.0,19.0,1.358974359,1.0
IND203396AAB,15.0,1.35,1.0,19.0,12.0,1.5347906405,1.0
IND204101AAA,4.0,2.5835536755,1.0,122.5,4.0,2.0125,1.0
IND204215AAA,6.0,3.1363636365,1.0,43.5,4.0,2.800167224,1.0
IND205001AAB,21.0,2.175,1.0,121.0,26.0,2.365530303,0.9230769230769231
IND205135AAA,13.0,2.235294118,1.0,28.0,8.0,2.0777173915000002,1.0
IND206001AAA,20.0,1.9719174505,1.0,36.0,19.0,1.489361702,0.8421052631578947
IND206122AAA,19.0,1.489361702,0.8421052631578947,22.0,20.0,1.62622549,0.9
IND207001AAA,6.0,1.6667682925,1.0,43.5,6.0,3.1363636365,1.0
IND207247AAB,10.0,2.2685185185,1.0,98.0,10.0,2.37020202,1.0
IND207302AAA,5.0,3.529411765,0.6,233.0,6.0,1.6667682925,1.0
IND208006AAA,3.0,3.034482759,1.0,160.0,14.0,2.7800000000000002,0.9285714285714286
IND208012AAA,12.0,1.9375,1.0,1161.0,21.0,2.066666667,1.0
IND208017AAA,3.0,3.0,1.0,363.0,0.0,0.0,0.0
IND208019AAA,4.0,2.25,1.0,183.5,17.0,4.8125,1.0
IND209101AAA,17.0,1.529411765,0.7058823529411765,21.0,16.0,2.8333333334999997,0.875
IND209111AAA,21.0,2.114285714,1.0,30.0,17.0,1.529411765,0.7058823529411765
IND209206AAB,15.0,2.2,1.0,19.0,18.0,1.2009283819999998,0.5
IND209304AAA,219.0,2.0,0.9315068493150684,128.0,166.0,2.1022362489999997,0.9939759036144579
IND209625AAA,11.0,1.353846154,0.8181818181818182,43.0,11.0,1.40625,0.7272727272727273
IND209721AAB,10.0,1.3394886365,0.7,19.0,10.0,2.25,1.0
IND209801AAA,5.0,1.739130435,0.8,800.0,20.0,2.803030303,1.0
IND210001AAA,10.0,3.8225288835,1.0,45.5,16.0,2.3356681034999998,1.0
IND210427AAA,9.0,2.991525424,1.0,36.0,10.0,3.8225288835,1.0
IND210431AAA,5.0,2.369369369,1.0,306.0,5.0,2.1875,1.0
IND210501AAB,16.0,2.337510804,1.0,42.0,0.0,0.0,0.0
IND211002AAB,48.0,2.558102345,1.0,71.0,49.0,3.428571429,1.0
IND211008AAA,6.0,3.619047619,1.0,185.0,0.0,0.0,0.0
IND211010AAB,1.0,4.0,1.0,965.0,0.0,0.0,0.0
IND211011AAA,13.0,3.714285714,1.0,30.0,12.0,4.380952381,1.0
IND212402AAA,11.0,3.857142857,1.0,1103.0,13.0,1.72,1.0
IND212501AAA,13.0,1.72,1.0,30.0,13.0,3.714285714,1.0
IND212601AAA,16.0,2.3356681034999998,1.0,27.0,16.0,2.2164179104999997,0.9375
IND221010AAA,1.0,4.166666667,1.0,2303.0,2.0,4.0625,1.0
IND221010AAB,4.0,2.7721036585,1.0,670.5,2.0,3.0533333335,1.0
IND221303AAA,3.0,1.625,1.0,24.0,2.0,2.71875,1.0
IND221313AAA,14.0,3.053763441,1.0,554.0,6.0,2.056277056,1.0
IND221401AAA,2.0,2.71875,1.0,19.0,0.0,0.0,0.0
IND221706AAA,11.0,3.963414634,1.0,23.0,7.0,2.490909091,1.0
IND222001AAA,1.0,2.916666667,1.0,26.0,2.0,2.7547425475000002,1.0
IND222125AAB,1.0,2.777777778,1.0,12.0,7.0,2.074074074,1.0
IND223101AAB,7.0,2.074074074,1.0,39.0,7.0,2.04,1.0
IND224001AAA,13.0,3.15,1.0,16.0,0.0,0.0,0.0
IND224141AAB,17.0,2.894736842,1.0,36.0,13.0,3.15,1.0
IND226004AAA,7.0,3.85,1.0,16.0,0.0,0.0,0.0
IND231205AAA,3.0,3.3,1.0,18.0,4.0,2.1076923075,1.0
IND231208AAA,6.0,1.8070652175,1.0,33.0,0.0,0.0,0.0
IND231217AAA,7.0,2.4,1.0,31.0,6.0,1.8070652175,1.0
IND231225AAB,7.0,1.62962963,1.0,29.0,7.0,2.4,1.0
IND232101AAB,7.0,1.866666667,1.0,36.0,4.0,2.6578947365000003,1.0
IND232104AAB,4.0,2.4857142855000003,1.0,73.5,7.0,1.866666667,1.0
IND233001AAA,4.0,3.4503284069999998,1.0,38.5,2.0,2.90625,1.0
IND241124AAB,4.0,2.1856617645,1.0,21.5,11.0,1.353846154,0.8181818181818182
IND242001AAA,1.0,6.230769231,1.0,10.0,4.0,2.1856617645,1.0
IND242221AAA,5.0,3.10989011,1.0,24.0,5.0,1.463414634,1.0
IND242307AAB,10.0,1.885624538,1.0,21.5,1.0,6.230769231,1.0
IND243001AAA,15.0,2.222222222,1.0,84.0,0.0,0.0,0.0
IND243002AAA,1.0,2.185185185,1.0,59.0,16.0,2.37294686,1.0
IND243201AAA,4.0,2.0204545455000003,1.0,10.0,3.0,2.428571429,1.0
IND243301AAB,12.0,1.3430672265,0.75,454.5,10.0,0.7329545454999999,0.0
IND243503AAB,11.0,2.686567164,1.0,384.0,15.0,2.296296296,1.0
IND244001AAA,16.0,1.966168663,1.0,35.5,19.0,1.697986577,1.0
IND244221AAA,21.0,1.873015873,1.0,57.0,20.0,1.5889328065,0.9
IND244235AAA,20.0,0.888349515,0.2,87.5,21.0,1.611570248,1.0
IND244301AAA,11.0,1.612903226,1.0,19.0,10.0,0.8681199755,0.1
IND244412AAA,13.0,0.772727273,0.15384615384615385,28.0,11.0,1.612903226,1.0
IND244501AAA,8.0,1.309920635,0.75,18.0,10.0,0.4621135585,0.0
IND244601AAB,9.0,1.135802469,0.4444444444444444,159.0,9.0,1.305555556,0.7777777777777778
IND244713AAA,17.0,2.0,1.0,35.0,18.0,0.987179487,0.1111111111111111
IND244715AAA,17.0,0.974358974,0.058823529411764705,34.0,17.0,1.695652174,1.0
IND244901AAB,67.0,1.656565657,0.746268656716418,226.0,64.0,1.3668189604999998,0.625
IND244901AAC,1.0,1.75,1.0,13.0,2.0,1.282352941,0.5
IND244921AAB,3.0,2.024096386,1.0,9.0,6.0,2.688405797,1.0
IND245101AAA,17.0,2.357142857,1.0,45.0,16.0,1.7757575755000001,1.0
IND245304AAA,27.0,2.073170732,1.0,28.0,26.0,2.2297297295,1.0
IND246001AAA,4.0,1.2795031055,1.0,719.0,0.0,0.0,0.0
IND246149AAA,15.0,2.689655172,1.0,458.0,18.0,2.4596491225,1.0
IND246174AAA,16.0,1.208352403,0.5,47.5,18.0,1.30110664,0.6666666666666666
IND246424AAA,14.0,1.2417078145,0.5714285714285714,949.0,15.0,1.409090909,1.0
IND246444AAB,15.0,1.409090909,1.0,8.0,16.0,1.208352403,0.5
IND246701AAA,12.0,1.923076923,1.0,19.5,10.0,1.4844155845,1.0
IND246725AAB,10.0,1.4844155845,1.0,9.0,14.0,1.229190101,0.5714285714285714
IND246761AAA,12.0,0.480048005,0.16666666666666666,23.5,11.0,2.516129032,1.0
IND246763AAA,14.0,2.3870967745,1.0,17.0,12.0,1.923076923,1.0
IND247554AAA,14.0,1.19379845,0.35714285714285715,61.0,12.0,1.687826087,1.0
IND247667AAA,14.0,1.843918919,1.0,34.5,5.0,1.964028777,1.0
IND247667AAB,2.0,2.618993994,1.0,22.0,15.0,1.928571429,1.0
IND247776AAA,9.0,1.777777778,1.0,13.0,11.0,1.909090909,1.0
IND248001AAA,12.0,2.051280931,1.0,636.0,29.0,1.846153846,0.7241379310344828
IND248001AAD,9.0,2.078703704,1.0,701.0,3.0,1.651162791,0.6666666666666666
IND248122AAB,15.0,2.210526316,1.0,145.0,16.0,2.31763285,1.0
IND248197AAA,16.0,2.31763285,1.0,47.0,0.0,0.0,0.0
IND249201AAA,11.0,2.192307692,1.0,312.0,22.0,1.7752525255,1.0
IND249407AAA,54.0,2.333343622,1.0,33.5,39.0,2.5,1.0
IND250002AAA,5.0,2.0,1.0,227.0,8.0,1.78506197,0.875
IND250221AAA,1.0,3.125,1.0,1.0,0.0,0.0,0.0
IND250611AAA,11.0,1.909090909,1.0,16.0,3.0,3.314285714,1.0
IND251001AAA,12.0,1.687826087,1.0,51.0,10.0,1.9305650879999998,1.0
IND251201AAA,2.0,4.1027346635,1.0,169.5,1.0,3.125,1.0
IND251309AAB,10.0,1.97875817,1.0,40.0,9.0,1.777777778,1.0
IND261001AAA,20.0,2.1220833335,1.0,47.0,19.0,2.64516129,1.0
IND261201AAB,19.0,2.64516129,1.0,26.0,0.0,0.0,0.0
IND262001AAA,7.0,2.3125,1.0,20.0,5.0,2.024096386,1.0
IND262122AAB,4.0,2.7208016915,1.0,166.5,6.0,2.3820564515,1.0
IND262405AAA,1.0,2.195121951,1.0,599.0,0.0,0.0,0.0
IND262501AAA,8.0,2.004629326,1.0,33.5,11.0,1.966942149,1.0
IND262701AAA,20.0,2.1875,1.0,30.0,20.0,2.1220833335,1.0
IND262802AAA,21.0,2.536231884,1.0,39.0,20.0,2.1875,1.0
IND263002AAA,13.0,1.166666667,0.46153846153846156,32.0,13.0,1.354166667,1.0
IND263139AAA,6.0,1.3617886174999998,0.6666666666666666,773.0,7.0,2.261904762,1.0
IND263153AAB,56.0,1.784946237,0.9821428571428571,112.0,47.0,1.971830986,0.9574468085106383
IND263401AAA,16.0,1.9854925780000001,1.0,600.5,18.0,2.0217391305000003,1.0
IND263601AAA,12.0,1.975274353,1.0,19.0,12.0,2.0315126049999996,1.0
IND263645AAA,13.0,2.039215686,1.0,26.0,15.0,1.188679245,0.4666666666666667
IND271001AAA,6.0,3.2535392535,1.0,912.0,12.0,3.073369565,1.0
IND271201AAA,6.0,2.3666666665,1.0,29.0,5.0,3.459459459,1.0
IND271210AAA,12.0,3.073369565,1.0,174.5,7.0,2.4,1.0
IND272001AAA,7.0,1.675675676,0.8571428571428571,44.0,3.0,1.291666667,1.0
IND272155AAA,3.0,1.291666667,1.0,23.0,0.0,0.0,0.0
IND272207AAB,3.0,3.058823529,1.0,10.0,0.0,0.0,0.0
IND273014AAB,45.0,2.3125,1.0,61.0,43.0,3.967741935,0.9767441860465116
IND273155AAA,2.0,2.1860215050000003,1.0,219.5,5.0,2.3125,1.0
IND273303AAA,1.0,4.041666667,1.0,10.0,1.0,1.533333333,1.0
IND273304AAA,12.0,3.9672043009999998,1.0,386.5,3.0,3.213114754,1.0
IND274001AAA,14.0,1.980978261,1.0,41.0,17.0,3.024390244,1.0
IND274301AAB,13.0,4.5,1.0,179.0,15.0,2.243902439,1.0
IND274304AAA,6.0,5.0384615385,1.0,27.5,3.0,2.416666667,1.0
IND274304AAB,14.0,2.2647058825000004,1.0,29.5,10.0,4.346153846,1.0
IND274402AAA,5.0,3.0,1.0,17.0,2.0,2.625170068,1.0
IND274509AAB,5.0,2.125,1.0,19.0,13.0,1.875,1.0
IND275101AAA,2.0,4.1363636365000005,1.0,36.0,3.0,3.448275862,1.0
IND275303AAA,4.0,2.1525735294999997,1.0,27.0,4.0,4.2692307695,1.0
IND275503AAA,4.0,4.2692307695,1.0,26.5,3.0,4.0,1.0
IND276128AAA,6.0,2.0754985755,1.0,31.0,2.0,2.8021978020000002,1.0
IND276129AAA,1.0,3.706666667,1.0,867.0,1.0,2.378378378,1.0
IND276140AAA,1.0,2.378378378,1.0,57.0,4.0,2.1525735294999997,1.0
IND276305AAA,7.0,2.04,1.0,38.0,6.0,2.0754985755,1.0
IND277201AAA,7.0,2.490909091,1.0,20.0,5.0,2.523809524,1.0
IND277211AAA,5.0,2.523809524,1.0,15.0,6.0,1.4142156865,1.0
IND277303AAC,6.0,1.4142156865,1.0,27.0,18.0,1.98,1.0
IND281121AAB,13.0,2.15,1.0,28.0,0.0,0.0,0.0
IND281401AAA,12.0,1.6458333335000002,0.9166666666666666,12.5,0.0,0.0,0.0
IND282001AAA,12.0,1.754189944,1.0,91.5,13.0,2.181318681,1.0
IND282001AAC,2.0,1.753012048,1.0,87.5,1.0,2.105960265,1.0
IND282001AAF,18.0,2.1885964915000002,1.0,48.5,0.0,0.0,0.0
IND282002AAD,30.0,1.5636770085,0.9333333333333333,78.5,30.0,2.2576428885,1.0
IND283122AAB,10.0,1.220967742,0.5,36.5,18.0,2.1885964915000002,1.0
IND283203AAA,14.0,2.18877551,1.0,57.5,14.0,2.2755417959999997,1.0
IND284001AAA,6.0,1.7021822845,1.0,38.5,0.0,0.0,0.0
