hub,betweenness,in_degree,out_degree,hub_out_median_factor,hub_out_pct_delayed,hub_out_trip_count,hub_out_median_dwell,risk_score,risk_score_normalized
IND000000ACB,0.23881761283336086,45,49,1.896688742,0.9689557855127,1063.0,163.0,0.45296267765235027,100.0
IND562132AAA,0.12843455756841585,36,35,1.7423682655,0.9634464751958224,766.0,145.5,0.22378029730074062,49.4
IND712311AAA,0.07961712827854561,22,22,2.506706408,1.0,259.0,127.0,0.1995767656423883,44.1
IND501359AAE,0.08650331296000588,30,27,1.891121951,0.9969325153374232,326.0,169.0,0.1635883139728899,36.1
IND421302AAG,0.04801534423581668,29,29,2.230769231,0.9987654320987654,810.0,146.0,0.10711115253713306,23.6
IND160002AAC,0.05254740010645523,32,29,1.87447479,0.9432432432432432,370.0,137.5,0.09849877677959365,21.7
IND411033AAA,0.051015913220637636,23,20,1.929971989,0.9625,400.0,115.5,0.09845928350908542,21.7
IND110037AAM,0.04586348035166933,21,24,2.0546739985,0.9566929133858268,254.0,152.0,0.09423450055929061,20.8
IND781018AAB,0.04309087238221097,17,15,2.143042672,0.8666666666666667,90.0,168.5,0.0923455782887844,20.4
IND600056AAB,0.044544903914982656,18,18,1.888888889,1.0,300.0,130.5,0.08414037406658334,18.6
IND131028AAB,0.04710350017436632,20,20,1.784615385,0.9918367346938776,245.0,187.0,0.08406163109852431,18.6
IND302014AAA,0.04278472183983995,10,8,1.935964912,1.0,96.0,173.0,0.08282972025161023,18.3
IND209304AAA,0.041217994603821376,16,13,2.0,0.9315068493150684,219.0,128.0,0.08243598920764275,18.2
IND462022AAA,0.031459354293999965,13,9,2.191489362,1.0,123.0,85.0,0.06894284027068995,15.2
IND382430AAB,0.03184222601545436,17,13,1.882352941,0.9927797833935018,277.0,137.0,0.05993830778817723,13.2
IND842001AAA,0.024605840353871852,12,15,2.1986301370000003,0.99438202247191,178.0,72.5,0.05409914214823341,11.9
IND854326AAB,0.018975460235302756,8,8,2.130981703,1.0,70.0,164.0,0.040436358567434244,8.9
IND530012AAA,0.018469981462107446,9,11,2.0,1.0,71.0,53.0,0.03693996292421489,8.2
IND713205AAB,0.014387607143512657,7,11,2.557142857,0.9767441860465116,43.0,126.0,0.03679116683635557,8.1
IND751002AAB,0.016701723473377016,13,6,2.009466113,1.0,76.0,133.0,0.033561547348447775,7.4
IND683511AAA,0.022739570141144947,13,7,1.473205742,0.872093023255814,86.0,354.5,0.03350006530254648,7.4
IND575004AAB,0.012488299102472332,5,7,2.181985294,1.0,24.0,83.5,0.027249284988668028,6.0
IND573201AAB,0.0110327992217756,4,5,2.4375,1.0,45.0,50.0,0.026892448103078028,5.9
IND580028AAA,0.013200447846117139,9,8,1.965517241,1.0,78.0,514.5,0.02594570783046455,5.7
IND786001AAB,0.011211570581649323,6,7,2.267560664,1.0,42.0,85.5,0.025422916432607603,5.6
IND842003AAB,0.011213406016555624,4,7,2.256410256,1.0,33.0,50.0,0.025302044340448217,5.6
IND306401AAB,0.0119424407613384,3,4,2.0525991795,1.0,60.0,51.5,0.024513044107950556,5.4
IND221313AAA,0.007658168603050493,1,5,3.053763441,1.0,14.0,554.0,0.023386235305009637,5.2
IND244901AAB,0.01399262155167667,10,7,1.656565657,0.746268656716418,67.0,226.0,0.023179696313905623,5.1
IND211002AAB,0.008803479984582347,6,4,2.558102345,1.0,48.0,71.0,0.022520202792720666,5.0
IND515004AAA,0.01279885468861847,6,6,1.758196721,0.9830508474576272,59.0,95.0,0.02250290434608447,5.0
IND826004AAA,0.011457885946074923,7,9,1.860465116,0.918918918918919,37.0,68.0,0.021316997105779053,4.7
IND505001AAB,0.011607657434429089,11,8,1.7525476295,0.9333333333333332,30.0,55.0,0.02034297252075675,4.5
IND305001AAC,0.01001670245764734,5,4,2.024390244,1.0,45.0,102.0,0.020277714732312102,4.5
IND521225AAB,0.01155663234403392,8,8,1.71372549,1.0,71.0,152.0,0.01980489542652938,4.4
IND742101AAC,0.007222803443275885,6,6,2.627011494,1.0,26.0,111.5,0.018974387664388526,4.2
IND416012AAA,0.009847475359286383,5,5,1.90625,1.0,47.0,78.0,0.018771749903639667,4.1
IND403726AAA,0.00992970284308867,4,6,1.82278481,1.0,43.0,93.0,0.01809971151019584,4.0
IND313001AAB,0.008614063102252078,4,5,2.075949367,1.0,53.0,96.0,0.01788235884441826,3.9
IND000000ACA,0.009237743883413176,13,9,1.935483871,0.9765625,128.0,104.5,0.017879504290775106,3.9
IND395023AAA,0.009180111227355322,8,8,1.893048128,1.0,93.0,188.0,0.017378392373776773,3.8
IND834002AAB,0.006932804728080319,5,7,2.43561747,1.0,80.0,179.5,0.016885660311811025,3.7
IND742102AAB,0.007558320944147716,5,5,2.214285714,1.0,41.0,62.0,0.016736282088453278,3.7
IND518002AAA,0.010020006240478682,10,8,1.6612903225000002,1.0,74.0,111.5,0.016646139398696844,3.7
IND152026AAA,0.004073197144063286,6,7,4.066666667,0.7027027027027027,37.0,59.0,0.016564335053881763,3.7
IND125005AAA,0.008714644935117376,4,5,1.890510949,1.0,14.0,83.5,0.016475131666486797,3.6
IND464668AAA,0.006388414734871428,1,1,2.5535714285,1.0,2.0,14.0,0.01631327334037608,3.6
IND785001AAA,0.007980838059578218,3,3,2.0,1.0,15.0,62.0,0.015961676119156436,3.5
IND785682AAA,0.007176183396655838,2,2,2.1932633195,1.0,12.0,44.5,0.01573925981789017,3.5
IND487551AAA,0.0063873134739276475,2,1,2.428571429,1.0,7.0,29.0,0.01551204701084742,3.4
IND332001AAB,0.009625754822605217,3,6,1.5684046345,0.9117647058823528,34.0,64.5,0.015097078474334747,3.3
IND242001AAA,0.0024139639887671384,1,1,6.230769231,1.0,1.0,10.0,0.015040852545952315,3.3
IND785675AAA,0.006787438283501276,1,1,2.190082645,1.0,1.0,39.0,0.014865050788704735,3.3
IND533106AAA,0.0056340509883816975,8,8,2.612903226,1.0,51.0,73.0,0.014721230002991024,3.2
IND532001AAB,0.0072261072261072265,5,4,2.012195122,1.0,64.0,40.0,0.014540337711421913,3.2
IND273014AAB,0.006125213369307858,6,6,2.3125,1.0,45.0,61.0,0.014164555916524421,3.1
IND244221AAA,0.0075601563790540175,1,1,1.873015873,1.0,21.0,57.0,0.01416029290033038,3.1
IND474003AAA,0.008222014206266176,8,6,1.705514609,1.0,40.0,71.0,0.014022765344192502,3.1
IND205001AAB,0.006422186737147367,3,5,2.175,1.0,21.0,121.0,0.013968256153295522,3.1
IND785612AAB,0.007184993484206083,2,2,1.9195113785,1.0,2.0,35.5,0.013791676747381937,3.0
IND400072AAB,0.005106546996310776,11,11,2.647058824,1.0,295.0,59.0,0.013517330286755136,3.0
IND821115AAB,0.006428427215828791,6,5,2.0570085469999997,1.0,32.0,40.5,0.013223329726727235,2.9
IND523002AAA,0.007947433144283539,4,5,1.645669291,1.0,39.0,165.0,0.013078846667822991,2.9
IND756100AAC,0.006015087274929795,3,4,2.16875,0.9473684210526316,19.0,94.0,0.013045220527503993,2.9
IND263153AAB,0.007229043921957308,6,7,1.784946237,0.9821428571428572,56.0,112.0,0.01290345474560542,2.8
IND431136AAC,0.005627810509700274,5,5,2.282828283,1.0,57.0,277.0,0.012847325002908432,2.8
IND384205AAA,0.008426481654828111,6,6,1.5125,0.94,50.0,24.0,0.012745053502927518,2.8
IND500039AAC,0.004829029238478058,5,4,2.6329966330000003,1.0,32.0,38.0,0.012714817725571282,2.8
IND605010AAB,0.007219132573463283,2,3,1.692307692,0.8947368421052632,19.0,57.0,0.012216993583639668,2.7
IND756019AAA,0.00602389736248004,3,5,2.027777778,0.9166666666666666,12.0,739.0,0.012215125208589837,2.7
IND341306AAA,0.005199420002569609,1,1,2.320588235,1.0,4.0,71.5,0.012065712886786706,2.7
IND585104AAA,0.006423287998091148,5,5,1.8642506145,1.0,60.0,52.0,0.011974618597551896,2.6
IND788026AAC,0.004825725455646716,3,4,2.4735772359999997,1.0,34.0,231.5,0.011936804634273443,2.6
IND125001AAA,0.005670025512545198,7,8,2.1049009385,1.0,46.0,89.5,0.011934842022675331,2.6
IND721102AAA,0.002409558944992016,1,1,4.8275434245,1.0,2.0,142.5,0.011632250440841364,2.6
IND784168AAB,0.004033918837068443,3,2,2.819976771,1.0,8.0,32.0,0.011375557416632343,2.5
IND506002AAA,0.00682928619936494,3,3,1.621621622,0.6666666666666666,39.0,119.0,0.011074518163716388,2.4
IND000000AFT,0.004826459629609236,5,8,2.266666667,1.0,83.0,32.0,0.010939975162056421,2.4
IND342005AAD,0.005223280656351523,2,4,2.065789474,1.0,19.0,174.0,0.010790198199638786,2.4
IND721306AAA,0.004825358368665456,4,4,2.210526316,1.0,21.0,33.0,0.01066658165806582,2.4
IND332404AAA,0.007606409338692804,2,1,1.397147147,1.0,12.0,21.0,0.010627273106468807,2.3
IND431603AAA,0.004823522933759154,4,4,2.183908046,1.0,21.0,69.0,0.010534130545102143,2.3
IND444005AAB,0.004423765211166786,3,3,2.3105185375,1.0,26.0,91.5,0.010221191525948461,2.3
IND781354AAA,0.003209808564139273,1,1,3.133333333,1.0,2.0,6.5,0.010057400166566451,2.2
IND712310AAE,0.0032373400877337886,5,4,3.105263158,0.98,50.0,55.5,0.010052792904356221,2.2
IND232104AAB,0.004043463098581209,1,3,2.4857142855000003,1.0,4.0,73.5,0.010050893987035407,2.2
IND583101AAA,0.0040203366187618154,3,2,2.4727053139999997,1.0,28.0,36.5,0.009941107721281131,2.2
IND151001AAA,0.0072048161811941345,5,4,1.37037037,0.5686274509803921,51.0,67.0,0.009873266616004994,2.2
IND560300AAA,0.005618633335168768,4,12,1.75,0.8277945619335347,331.0,59.0,0.009832608336545345,2.2
IND390022AAA,0.005167850522181231,5,4,1.88,1.0,50.0,60.0,0.009715558981700715,2.1
IND416404AAA,0.0020156746140998112,2,1,4.81,1.0,6.0,118.5,0.00969539489382009,2.1
IND282002AAD,0.0061644916763027,6,5,1.5636770085,0.9333333333333332,30.0,78.5,0.009639273903324155,2.1
IND585401AAA,0.004011526531211571,1,1,2.392229155,1.0,22.0,13.0,0.009596490724020338,2.1
IND605601AAA,0.004824257107721675,3,3,1.966292135,1.0,26.0,33.0,0.009485898808130977,2.1
IND431515AAA,0.0032153148688581763,1,1,2.933333333,1.0,14.0,25.0,0.009431590280912214,2.1
IND784176AAA,0.004032083402162143,1,1,2.3378146099999997,1.0,4.0,78.5,0.00942626348631316,2.1
IND700053AAA,0.0036220472440944883,3,4,2.5941286115,1.0,16.0,126.0,0.009396056388110237,2.1
IND249407AAA,0.004022906227630637,5,3,2.333343622,1.0,54.0,33.5,0.009386822588146028,2.1
IND342301AAA,0.0016129801956573612,4,1,5.7265625,1.0,13.0,25.0,0.009236831901694107,2.0
IND732103AAB,0.003254960262834279,4,3,2.8,1.0,15.0,73.0,0.009113888735935981,2.0
IND431517AAB,0.0032164161298019567,1,1,2.768272114,1.0,12.0,39.0,0.008903915079150561,2.0
IND609602AAA,0.0028133546243782467,1,1,3.111111111,1.0,11.0,11.0,0.008752658831086394,1.9
IND794101AAA,0.003623148505038269,1,1,2.408805031,1.0,9.0,147.0,0.00872745834699631,1.9
IND341303AAA,0.005198318741625829,2,1,1.6733333335,1.0,14.0,21.0,0.008698520028520274,1.9
IND422011AAD,0.004821320411871593,2,4,1.804123711,0.9696969696969696,33.0,231.0,0.008698258473385826,1.9
IND121004AAB,0.004427803167960648,8,7,1.916666667,1.0,169.0,30.0,0.008486622740067177,1.9
IND783370AAC,0.0032142136079143955,1,1,2.6354166665000003,1.0,8.0,32.5,0.008470792111988696,1.9
IND507002AAA,0.004263348200356075,5,7,1.9483660135,1.0,42.0,59.5,0.008306562737290165,1.8
IND600044AAD,0.003622781418057009,5,5,2.292857143,0.9807692307692308,52.0,47.0,0.008306520251919683,1.8
IND232101AAB,0.004445423343061139,2,1,1.866666667,1.0,7.0,36.0,0.008298123575195934,1.8
IND487001AAA,0.005982049446616376,1,1,1.376503238,0.75,4.0,2.5,0.00823431043314355,1.8
IND502286AAB,0.004012627792155351,1,1,2.0501227495,1.0,22.0,16.5,0.008226379521973642,1.8
IND691001AAB,0.006099150193638383,2,4,1.3444940475,0.875,32.0,141.5,0.00820027113015528,1.8
IND341001AAC,0.005196116219738267,2,2,1.55952381,1.0,9.0,32.0,0.00810346696420902,1.8
IND000000AAZ,0.0016107776737697998,2,2,5.010416666499999,1.0,2.0,23.5,0.008070667302682305,1.8
IND783129AAA,0.0036220472440944883,1,1,2.225806452,1.0,1.0,101.0,0.008061976125354331,1.8
IND506167AAB,0.0036077308518253403,1,1,2.2183133325,1.0,16.0,58.0,0.008003077448675735,1.8
IND756029AAA,0.004414220949654021,1,1,1.802631579,1.0,1.0,466.0,0.007957214080529709,1.8
IND000000AET,0.0032120110860268344,1,1,2.4646938775,1.0,8.0,36.0,0.007916624058192464,1.7
IND221010AAB,0.0028489620615604868,2,3,2.7721036585,1.0,4.0,670.5,0.007897618153779528,1.7
IND503111AAC,0.004021437879705597,3,3,1.9580331975,1.0,34.0,40.5,0.00787410887014757,1.7
IND334001AAC,0.004789750931483215,1,2,1.6265873015,1.0,6.0,14.0,0.007790948042498394,1.7
IND461001AAA,0.0016137143696198816,1,1,4.785714286,1.0,1.0,6.0,0.007722775912213352,1.7
IND608001AAA,0.002811152102490685,1,1,2.733333333,1.0,7.0,4.0,0.007683815745870822,1.7
IND335513AAA,0.004822788759796634,3,3,1.58,1.0,16.0,46.0,0.0076200062404786825,1.7
IND560099AAB,0.004655764183323238,11,18,1.6339712915,0.869098712446352,466.0,85.0,0.007607385015544114,1.7
IND201007AAA,0.0036220472440944883,8,5,2.076923077,0.9523809523809524,21.0,58.0,0.007522713507244095,1.7
IND505425AAA,0.002820696364003451,3,2,2.636904762,1.0,2.0,50.5,0.007437907674396785,1.6
IND756045AAB,0.004407246297010077,1,1,1.6875,1.0,1.0,22.0,0.007437228126204505,1.6
IND125104AAA,0.0028133546243782467,1,1,2.587155963,1.0,1.0,165.0,0.007278587192493806,1.6
IND144001AAB,0.003622781418057009,5,5,2.0,0.9655172413793104,58.0,17.0,0.007245562836114018,1.6
IND585330AAE,0.0040104252702677905,1,1,1.794117647,1.0,21.0,41.0,0.007195174749362187,1.6
IND175018AAA,0.0024172677715984803,1,1,2.9333333335,1.0,16.0,20.0,0.007090652130425086,1.6
IND783348AAA,0.003620945983150708,1,1,1.9545454545,1.0,10.0,102.0,0.0070773035123572504,1.6
IND244001AAA,0.0035945157204999726,1,1,1.966168663,1.0,16.0,35.5,0.007067424168307913,1.6
IND233001AAA,0.0020263201365563572,1,2,3.450328407,1.0,4.0,38.5,0.006991469928836519,1.5
IND570020AAA,0.0028394178000477215,3,3,2.4605882355,1.0,24.0,52.5,0.006986638034466715,1.5
IND783301AAA,0.003619844722206927,2,1,1.909090909,1.0,11.0,41.0,0.006910612651156875,1.5
IND791102AAA,0.002427179120092506,2,1,2.821782178,1.0,1.0,63.0,0.006848970783890755,1.5
IND723130AAA,0.004022539140649377,3,2,1.6904761905,0.8,20.0,27.5,0.006800006642622103,1.5
IND786181AAC,0.0020153075271185507,3,3,3.303494624,1.0,34.0,32.0,0.006657557581542866,1.5
IND431708AAA,0.0032131123469706147,1,1,2.068965517,1.0,16.0,12.5,0.006647818648129141,1.5
IND611001AAA,0.002814455885322027,1,1,2.34375,1.0,10.0,20.5,0.006596380981223501,1.5
IND342902A1B,0.002810785015509425,2,1,2.342391304,1.0,9.0,80.0,0.006583958377742782,1.5
IND431514AAA,0.0032142136079143955,1,1,2.0465367965,1.0,16.0,22.5,0.0065780064204078335,1.5
IND502220AAC,0.0040137290530991325,1,1,1.611643145,0.9545454545454546,22.0,81.5,0.006468698914314557,1.4
IND695012AAA,0.004084209753501092,5,2,1.566840278,1.0,14.0,71.5,0.006399304345585962,1.4
IND610001AAA,0.003623515592019529,2,2,1.76,1.0,27.0,20.0,0.0063773874419543715,1.4
IND328001AAA,0.003015619551052622,3,3,2.107829282,1.0,14.0,29.0,0.00635641119308041,1.4
IND244235AAA,0.007135803828717215,1,1,0.888349515,0.2,20.0,87.5,0.006339087870376081,1.4
IND723202AAA,0.0028166584072095886,1,1,2.25015674,1.0,14.0,34.5,0.00633792289926032,1.4
IND632006AAA,0.003302681570398106,4,5,1.915662651,0.9767441860465116,43.0,207.0,0.006326823732557679,1.4
IND413002AAA,0.003591579024649891,5,5,1.7597583645,1.0,58.0,47.0,0.006320311230390397,1.4
IND125121AAA,0.0016129801956573612,1,1,3.9,1.0,3.0,375.0,0.006290622763063709,1.4
IND523201AAA,0.001210285777214911,1,1,5.172413793,1.0,1.0,83.0,0.006260098847538131,1.4
IND506143AAA,0.0036066295908815595,1,1,1.7295321635,1.0,16.0,32.5,0.006237781879260503,1.4
IND577002AAA,0.0032211882605583395,4,3,1.909090909,1.0,31.0,60.0,0.006149541224409449,1.4
IND742202AAA,0.0020153075271185507,1,2,3.022346369,1.0,3.0,50.0,0.006090957387005121,1.3
IND174001AAA,0.0024161665106547,2,1,2.518518519,1.0,15.0,44.0,0.006085160102071473,1.3
IND485001AAC,0.0028148229723032876,2,5,2.1601941745,1.0,20.0,399.0,0.006080564187018337,1.3
IND301001AAB,0.0032189857386707784,5,3,1.85110664,1.0,18.0,71.5,0.005958685874918782,1.3
IND110085AAB,0.00241690068461722,4,5,2.4110576925,0.8333333333333334,18.0,18.0,0.005827286987654865,1.3
IND781335AAA,0.0032109098250830536,1,1,1.8025490195,1.0,4.0,26.0,0.005787822356906375,1.3
IND600116AAB,0.00281922801607841,4,3,2.021072797,1.0,16.0,62.5,0.005697865051836353,1.3
IND388320AAA,0.003279555090578713,4,4,1.733333333,1.0,19.0,39.0,0.0056845621559099176,1.3
IND000000AAS,0.0032131123469706147,1,1,1.766666667,1.0,9.0,38.0,0.005676498480719124,1.3
IND175101AAA,0.002419470293486042,1,1,2.2825844205,1.0,4.0,31.0,0.005522645197773802,1.2
IND274301AAB,0.0012253363434465798,3,1,4.5,1.0,13.0,179.0,0.00551401354550961,1.2
IND207247AAB,0.0024172677715984803,2,1,2.2685185185,1.0,10.0,98.0,0.005483616704044381,1.2
IND516390AAA,0.0028166584072095886,1,1,1.94047619,1.0,15.0,12.0,0.0054656585745535315,1.2
IND609110AAA,0.002812253363434466,1,1,1.929187192,1.0,8.0,11.0,0.005425363169396693,1.2
IND125111AAA,0.0016118789347135804,1,1,3.2958669355000003,1.0,2.0,25.0,0.0053125384849514535,1.2
IND421302AAR,0.0016184865003762642,5,4,3.272727273,1.0,58.0,64.0,0.005296864910763725,1.2
IND241124AAB,0.002412862727823358,1,1,2.1856617645,1.0,4.0,21.5,0.005273701807190684,1.2
IND275503AAA,0.001222399647596498,2,1,4.2692307695,1.0,4.0,26.5,0.005218706188144926,1.2
IND607001AAA,0.0028100508415469048,1,1,1.857142857,1.0,11.0,15.0,0.005218665848185673,1.2
IND486661AAA,0.0012121212121212121,1,1,4.2868217049999995,1.0,4.0,678.0,0.00519614752121212,1.1
IND335001AAA,0.002812253363434466,1,1,1.824264706,1.0,10.0,40.0,0.005130294555243287,1.1
IND396191AAC,0.0020145733531560304,3,5,2.515873016,0.9310344827586208,29.0,42.0,0.005068410737957895,1.1
IND723101AAA,0.002815557146265808,1,1,1.7948717950000002,1.0,14.0,22.0,0.0050535641090431885,1.1
IND331304AAA,0.001210285777214911,1,1,4.1040209789999995,1.0,4.0,46.5,0.0049670382202753145,1.1
IND411014AAA,0.0016122460216948407,3,3,3.0714285715000003,0.9642857142857144,28.0,54.5,0.004951898495320743,1.1
IND202001AAB,0.0020182442229686325,3,4,2.442307692,1.0,21.0,63.0,0.004929173390090854,1.1
IND221706AAA,0.00122570343042784,1,1,3.963414634,1.0,11.0,23.0,0.0048579709131017015,1.1
IND731237AAB,0.0016085751518822387,2,1,3.0,1.0,15.0,20.0,0.004825725455646716,1.1
IND246763AAA,0.002012003744287209,1,2,2.3870967745,1.0,14.0,17.0,0.004802847648269919,1.1
IND742401AAA,0.0016129801956573612,1,2,2.96969697,1.0,17.0,51.0,0.004790062399713673,1.1
IND754142AAA,0.0016115118477323203,2,1,2.9696296295,1.0,2.0,29.5,0.004785593331316191,1.1
IND175001AAA,0.002418369032542261,1,1,1.97260274,1.0,17.0,43.0,0.004770481379924013,1.1
IND515591AAA,0.002814455885322027,2,1,1.676923077,1.0,10.0,17.0,0.004719626023294973,1.0
IND305624AAA,0.0028184938421158896,3,1,1.669320269,0.875,8.0,44.5,0.0047049688986957406,1.0
IND484661AAE,0.0016085751518822387,1,2,2.863636364,1.0,3.0,3.0,0.004606374299156802,1.0
IND854311AAA,0.0020090670484371274,2,3,2.292763158,1.0,12.0,50.0,0.004606314910608447,1.0
IND732103AAA,0.0016144485435824018,2,1,2.8513513515,1.0,2.0,29.0,0.0046033600366708885,1.0
IND242307AAB,0.002415065249710919,1,2,1.885624538,1.0,10.0,21.5,0.004553906295726007,1.0
IND516269AAA,0.002815557146265808,1,1,1.592105263,1.0,15.0,13.0,0.004482663350847054,1.0
IND423701AAB,0.0020142062661747703,3,1,2.2253477105,1.0,18.0,31.5,0.004482309302906779,1.0
IND573134AAB,0.0020123708312684693,2,2,2.212121212,1.0,15.0,22.0,0.004451608202259053,1.0
IND787059AAB,0.0016195877613200448,1,1,2.718309859,1.0,1.0,35.0,0.004402541379112016,1.0
IND829121AAA,0.0008072242717912009,1,1,5.349206349,1.0,9.0,53.0,0.004318009199732394,1.0
IND515671AAA,0.002808949580603124,1,2,1.5306878309999998,1.0,14.0,22.0,0.004299624940921755,0.9
IND207302AAA,0.001213589560046253,1,1,3.529411765,0.6,5.0,233.0,0.004283257271108419,0.9
IND583201AAA,0.00201383917919351,3,3,2.111111111,1.0,27.0,20.0,0.0042514382669625395,0.9
IND481661AAA,0.001209918690233651,2,1,3.5,1.0,9.0,41.0,0.004234715415817779,0.9
IND713128AAB,0.00120808325532735,1,2,3.5,1.0,16.0,30.0,0.004228291393645725,0.9
IND500010AAA,0.0020149404401372905,3,3,2.0875160875,1.0,10.0,336.5,0.004206220584140925,0.9
IND754211AAA,0.0016126131086761008,1,1,2.606060606,1.0,1.0,6.0,0.004202567495239983,0.9
IND574211AAA,0.0016089422388634988,1,2,2.5979532165,1.0,6.0,5.0,0.004179956664618138,0.9
IND110044AAB,0.0024506726868931596,2,6,1.7,0.9709302325581396,172.0,76.0,0.004166143567718371,0.9
IND821109AAA,0.0008050217499036397,1,1,5.125,1.0,11.0,31.0,0.004125736468256153,0.9
IND305404AAA,0.00281959510305967,1,2,1.450487013,0.9285714285714286,14.0,18.5,0.004089786078906448,0.9
IND424006AAA,0.002050914964300791,2,9,1.987804878,0.9736842105263158,38.0,24.5,0.004076818770400308,0.9
IND444203AAA,0.0016129801956573612,2,1,2.5,1.0,5.0,332.0,0.004032450489143403,0.9
IND764001AAC,0.0016100434998072794,2,1,2.5,1.0,7.0,30.0,0.004025108749518199,0.9
IND508001AAA,0.002292091110988749,2,1,1.754310345,1.0,14.0,91.5,0.0040210391476901055,0.9
IND142001AAB,0.0023633059853532296,2,2,1.66684294,1.0,30.0,32.0,0.0039392598967457745,0.9
IND515134AAA,0.0024161665106547,3,2,1.625,1.0,23.0,30.0,0.003926270579813887,0.9
IND415605AAA,0.0016107776737697998,1,1,2.42,1.0,16.0,20.0,0.0038980819705229154,0.9
IND246701AAA,0.0020109024833434284,1,1,1.923076923,1.0,12.0,19.5,0.003867120160121139,0.9
IND415709AAA,0.0016118789347135804,1,2,2.3969696970000003,1.0,6.0,219.0,0.003863624961741094,0.9
IND201007AAB,0.0020116366573059486,1,3,1.914285714,0.9411764705882352,17.0,76.0,0.0038508473148394914,0.9
IND341510AAB,0.0016129801956573612,2,1,2.3727272729999997,1.0,14.0,193.0,0.0038271621010450966,0.8
IND210431AAA,0.0016129801956573612,1,1,2.369369369,1.0,5.0,306.0,0.0038217458683941787,0.8
IND577535AAC,0.002412495640842098,1,1,1.582371795,1.0,10.0,15.0,0.0038174650576289857,0.8
IND742121AAB,0.0012091845162711305,2,2,3.153846154,1.0,17.0,31.0,0.0038135819361180554,0.8
IND425405AAA,0.0016379421103830554,2,2,2.325581395,1.0,3.0,25.0,0.0038091676979938698,0.8
IND563131AAB,0.0020112695703246885,3,3,1.8888888885,1.0,24.0,31.5,0.003799064743164473,0.8
IND312605AAB,0.0020149404401372905,2,2,1.878787879,1.0,19.0,47.0,0.0037856456758368667,0.8
IND742225AAA,0.0008105280546225428,2,1,4.666666667,1.0,16.0,26.0,0.003782464255175376,0.8
IND312001AAA,0.0024161665106547,2,2,1.565217391,0.8947368421052632,19.0,32.0,0.0037818258420285232,0.8
IND712406AAA,0.001609309325844759,1,2,2.3230550285,1.0,4.0,3.0,0.003738514121815612,0.8
IND262001AAA,0.0016118789347135804,2,2,2.3125,1.0,7.0,20.0,0.0037274700365251545,0.8
IND742137AAA,0.0016118789347135804,1,1,2.308974359,1.0,6.0,9.5,0.0037217871300658924,0.8
IND311001AAA,0.002012003744287209,2,1,1.846153846,1.0,5.0,2.0,0.003714468450682232,0.8
IND784001AAA,0.001609309325844759,3,4,2.2899159664999997,1.0,6.0,76.5,0.003685183120289264,0.8
IND131301AAA,0.001210285777214911,2,1,3.035897436,1.0,2.0,245.5,0.003674303487874016,0.8
IND577201AAA,0.0020145733531560304,3,2,1.822429907,1.0,11.0,84.0,0.003671418728636823,0.8
IND506314AAA,0.001210285777214911,1,1,3.0286956519999997,1.0,12.0,618.0,0.0036655872711282415,0.8
IND122001AAA,0.0020153075271185507,2,5,1.8159777425,0.9615384615384616,26.0,40.5,0.0036597536135400035,0.8
IND573142AAA,0.0020153075271185507,3,1,1.815789474,1.0,17.0,12.0,0.0036593741946148338,0.8
IND606201AAC,0.0016129801956573612,1,1,2.256756757,1.0,15.0,8.0,0.0036401039554569315,0.8
IND731224AAA,0.0016096764128260192,1,1,2.25,1.0,11.0,23.0,0.0036217719288585432,0.8
IND313324AAA,0.0020131050052309895,1,1,1.7987588655,1.0,14.0,31.0,0.003621090475341666,0.8
IND742226AAA,0.001618119413395004,1,2,2.228571429,1.0,19.0,43.0,0.003606094693402346,0.8
IND249201AAA,0.0016122460216948407,2,2,2.192307692,1.0,11.0,312.0,0.0035345393547579983,0.8
IND285205AAB,0.0016118789347135804,1,1,2.1875,1.0,5.0,53.0,0.0035259851696859573,0.8
IND582101AAB,0.001210285777214911,2,1,2.9035615175,1.0,18.0,133.5,0.0035141392078987944,0.8
IND573116AAA,0.0020098012223996476,1,3,1.7332251085,1.0,14.0,25.5,0.0034834379417570615,0.8
IND607106AAA,0.0016085751518822387,1,1,2.1602564104999997,1.0,14.0,15.5,0.003474934783624617,0.8
IND844505AAB,0.0008072242717912009,1,1,4.294117647,1.0,1.0,55.0,0.0034663159905853206,0.8
IND577522AAA,0.0024135969017858782,1,1,1.4285714285,1.0,10.0,22.5,0.003447995573807426,0.8
IND535591AAA,0.0016096764128260192,1,1,2.133333333,1.0,3.0,14.0,0.0034339763468256156,0.8
IND607801AAA,0.0016096764128260192,1,1,2.130434783,0.9333333333333332,15.0,17.0,0.003429310619259219,0.8
IND209111AAA,0.0016096764128260192,1,1,2.114285714,1.0,21.0,30.0,0.0034033158438008192,0.8
IND333031AAA,0.00120808325532735,2,1,2.8,1.0,5.0,31.0,0.0033826331149165796,0.7
IND686028AAB,0.002432318337830149,3,2,1.375,0.8823529411764706,17.0,92.0,0.0033444377145164547,0.7
IND586101AAB,0.0016104105867885397,2,1,2.069767442,1.0,5.0,30.0,0.0033331754007870345,0.7
IND301705AAA,0.001206247820421049,2,1,2.75862069,1.0,1.0,12.0,0.00332758019468091,0.7
IND581314AAA,0.0018508525595139769,3,2,1.7947062105,1.0,10.0,5.5,0.0033217365832795553,0.7
